id;protocolo;titulo;conteudo;interacao;data;prorrogado;orgao;atendimento;situacao;uf;municipio;poder;esfera;pasta_anexos;nome_anexos
;170427-000073;Câmara dos Deputados;"Sr(a) Israel Antônio Ferreira,



Conforme solicitado, informamos que a proposição encontra-se. Pronta para Pauta na Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 287-A, de 2016, do Poder Executivo, que &quot;altera os arts. 37, 40, 42, 149, 167, 195, 201 e 203 da Constituição, para dispor sobre a seguridade social, estabelece regras de transição e dá outras providências&quot; (PEC28716). No dia 26/04/2017.Comissão Especial destinada a proferir parecer à Proposta de Emenda à Constituição nº 287-A, de 2016,Discutiram a Matéria: Dep. Pepe Vargas (PT-RS), Dep. Magda Mofatto (PR-GO), Dep. Darcísio Perondi (PMDB-RS), Dep. Major Olimpio (SD-SP), Dep. Luizianne Lins (PT-CE), Dep. André Figueiredo (PDT-CE), Dep. Assis Carvalho (PT-PI), Dep. Marcus Pestana (PSDB-MG), Dep. Reinhold Stephanes (PSD-PR), Dep. Heitor Schuch (PSB-RS), Dep. Thiago Peixoto (PSD-GO), Dep. Valmir Prascidelli (PT-SP), Dep. Arnaldo Faria de Sá (PTB-SP), Dep. Assis do Couto (PDT-PR), Dep. Jandira Feghali (PCdoB-RJ), Dep. Alceu Moreira (PMDB-RS), Dep. Onyx Lorenzoni (DEM-RS), Dep. Edmilson Rodrigues (PSOL-PA), Dep. Julio Lopes (PP-RJ) e Dep. Maia Filho (PP-PI).



Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço XXXXX, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000169;Câmara dos Deputados;"

Solicito informações sobre o PL 5052/2016.





";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000169;Câmara dos Deputados;"Sr(a) Thulio Fernandes da Silva,



Conforme solicitado, informamos que a proposição PL 5052/2016encontra-se aguardando Parecer do Relator na Comissão de Finanças e Tributação.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2082285, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000211;Câmara dos Deputados;"

Solicito informações das votações dos pareceres dos relatores do PLP343/2017.





";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000211;Câmara dos Deputados;"Sr(a) Cayo Pereira Fernandes,



Em atenção ao solicitado, informamos que basta observar as datas das tramitações do projeto terá um link escrito votação com todos votos dos deputados.

Para mais informações sobre este assunto, acesse o endereço: http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2124451

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000223;Câmara dos Deputados;"

Gostaria de saber a situação do PL 6787/2016.





";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000223;Câmara dos Deputados;"Sr(a) Carlos Roberto de Oliveira,



Conforme solicitado, informamos que a proposição PL 6787/2016 encontra-se Aguardando Envio ao Senado Federal.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2122076ondepoderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.



Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000255;Câmara dos Deputados;"Gostaria solicitar:



1) a quantidade, mês a mês, de autorizações de viagens de avião em classe executiva para servidores da Câmara dos Deputados que apresentaram justificativa médica para tal entre janeiro e abril de 2017



2) o cargo e o gabinete em que atua o solicitante e a descrição do motivo do pedido



3) a quantidade, mês a mês, de autorizações de viagens de avião em classe executiva para servidores da Câmara dos Deputados que apresentaram justificativa para tal ao longo dos anos de 2016 e 2015



4) Número de passagens em classe executiva emitidos para deputados, total gasto, nome do solicitante e datas das viagens entre janeiro e abril de 2017";Pedido;2017-04-27;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170427-000255;Câmara dos Deputados;"Senhor(a) Gustavo Nunes de Aguiar,

Em atenção ao solicitado, esclarecemos que a sua demanda foi submetida à Diretoria-Geralda Câmara dos Deputados, que encaminhou as informações que seguem em anexo.



Em caso de dúvidas, estamos à disposição.

Atenciosamente,

Câmara dos Deputados



";Resposta do Pedido;2017-05-16;;Câmara dos Deputados;Não Classificado;Finalizado;;;Legislativo;Federal;;
;170427-000274;Câmara dos Deputados;"

Solicito informações sobre o PL 4636/2009.





";Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170427-000274;Câmara dos Deputados;"Sr(a) Wagner Dias Ferreira Costa,



Conforme solicitado, informamos que a proposição PL 4636/2009encontra-seapensado ao PL 2887/2000 e que a sua última tramitação ocorreu no dia 06/03/2009 onde foi indeferido o REQ 4111/09 pela Mesa Diretora da Câmara dos Deputados.

Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=423423, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.

Colocamo-nos sempre à disposição e agradecemos o contato.



Atenciosamente,

Câmara dos Deputados





";Resposta do Pedido;2017-04-27;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170428-000049;Câmara dos Deputados;"
Solicito informações sobre à PEC 287/2016.


";Pedido;2017-04-28;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170428-000049;Câmara dos Deputados;"Sr(a) Nair Romeiro de Oliveira,

Conforme solicitado, informamos que a proposição PEC 287/2016encontra-se aguardando Deliberação na Comissão Especial destinada a proferir parecer à Proposta.
Caso prefira acompanhar essa proposição pela internet, acesse a página neste endereço http://www.camara.gov.br/proposicoesWeb/fichadetramitacao?idProposicao=2119881, onde poderá também cadastrar-se no boletim eletrônico e receber as atualizações sobre a tramitação.
Colocamo-nos sempre à disposição e agradecemos o contato.

Atenciosamente,
Câmara dos Deputados


";Resposta do Pedido;2017-04-28;;Câmara dos Deputados;Atendido;Finalizado;;;Legislativo;Federal;;
;170430-000002;Câmara dos Deputados;"Senhores, aprovada a reforma da previdência, a idade minima de 55 anos para homens entrará em vigor em 2018?
Obrigado.";Pedido;2017-04-30;;Câmara dos Deputados;Não Atendido;Finalizado;;;Legislativo;Federal;;
;170517J2012E;Câmara Legislativa do Distrito Federal;Boa tarde, Você é responsável pelo setor de RH da empresa? Poderia me enviar o contato?;Pedido;2017-05-17;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;170517J2012E;Câmara Legislativa do Distrito Federal;Informamos que a Ouvidoria não é responsável pelo setor de RH da CLDF, mas segue o número de telefone do setor para contato: 3348-9290.;Resposta do Pedido;2017-05-26;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;170517L1521E;Câmara Legislativa do Distrito Federal;Gostaria de solicitar a informação da quantidade atual de cargos vagos por área de atuação na Câmara Legislativa do Distrito Federal, como também e estudo da quantidade de vagas oferecidas por cargo para contratação no próximo concurso.;Pedido;2017-05-17;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;170517L1521E;Câmara Legislativa do Distrito Federal;"Em atenção ao seu pedido, informamos que a Comissão Organizadora do Concurso Público concluiu os estudos para a realização do próximo concurso, bem como encaminhou o processo para deliberação do Gabinete da Mesa Diretora, permanecendo a previsão de lançamento do edital até o final do primeiro semestre deste ano.

Dessa forma, solicitamos aguardar a aprovação do relatório quando será divulgada a relação oficial de vagas.";Resposta do Pedido;2017-05-29;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;170517L1903;Câmara Legislativa do Distrito Federal;"Gostaria de saber quanto a previsão de concurso para cldf ,este ano



";Pedido;2017-05-17;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;170517L1903;Câmara Legislativa do Distrito Federal;Em atenção ao seu pedido, informamos que a Comissão Organizadora do Concurso Público concluiu os estudos para a realização do próximo concurso, bem como encaminhou o processo para deliberação do Gabinete da Mesa Diretora, permanecendo a previsão de lançamento do edital até o final do primeiro semestre deste ano.;Resposta do Pedido;2017-05-29;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;170517M1600P;Câmara Legislativa do Distrito Federal;"Nomeações de servidores comissionados de acordo com as seguintes especificações (servidores nomeados por): por gabinete parlamentar;  por bloco parlamentar (liderança); por partido (liderança). Constar: nome completo, tipo do cargo(CL) e remuneração.";Pedido;2017-05-17;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;170517M1600P;Câmara Legislativa do Distrito Federal;Os pedidos podem ser obtidos no portal da transparência: www.cl.df.gov.br/quadros demosntrativos-pessoal.;Resposta do Pedido;2017-05-24;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;18;Câmara Municipal de Salvador;Dias de feriados na Bahia/Salvador.;Pedido;2012-10-10;;Câmara Municipal de Salvador;Não Classificado;Finalizado;BA;Salvador;Legislativo;Municipal;;
;180417L1041E;Câmara Legislativa do Distrito Federal;"Com base na Lei nº 4.990/2013, gostaria de obter as seguintes informações:
1)O concurso da CLDF previsto para ano de 2017 são para quais cargos e/ou especialidade(Administrador, contador, economista....)? 
2) Já está definido o quantitativo de vagas para cada cargo?

";Pedido;2017-04-18;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180417L1041E;Câmara Legislativa do Distrito Federal;Informamos que a Comissão Organizadora do Concurso Público concluiu os estudos para a realização do próximo concurso, bem como encaminhou o processo para deliberação do Gabinete da Mesa Diretora para deliberação, permanecendo a previsão de lançamento do edital até o final do primeiro semestre deste ano.;Resposta do Pedido;2017-05-12;;Câmara Legislativa do Distrito Federal;Parcialmente Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180417L1258E;Câmara Legislativa do Distrito Federal;Prezados, gostaríamos de ser informados quanto ao andamento deste ofício protocolado pessoalmente junto à seção de Protocolo da Mesa Diretora. Anexo 1 Demanda 180417L1258E;Pedido;2017-04-18;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;Assembleia Legislativa do DF/;Demanda 180417L1258E.1.pdf
;180417L1258E;Câmara Legislativa do Distrito Federal;Em atenção à sua demanda, entramos em contato com o protocolo da presidência da CLDF e fomos informados que o referido setor já está ciente do ofício 004-Adote um Distrital (vide despacho no documento anexo). Maiores informações podem ser obtidas diretamente no Protocolo da Presidência, pelo telefone 3348-8255.Anexo 2 Demanda 180417L1258E;Resposta do Pedido;2017-04-26;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;Assembleia Legislativa do DF/;Demanda 180417L1258E.2.pdf
;180517C1523E;Câmara Legislativa do Distrito Federal;Gostaria de saber como faço a inscrição do meu filho de 15 anos no jovem candango?;Pedido;2017-05-18;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180517C1523E;Câmara Legislativa do Distrito Federal;Em resposta à solicitação, informamos que as inscrições do Jovem Candango se encerram no dia 04 de maio. Para obter maiores esclarecimentos referente a abertura das novas inscrições, acesse o site: www.jovemcandango.org.br.;Resposta do Pedido;2017-05-25;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180517L1157E;Câmara Legislativa do Distrito Federal;Boa tarde, venho através deste perguntar sobre o concurso, se realmente será lançado o edital em junho e se já tem a definição das vagas?;Pedido;2017-05-18;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180517L1157E;Câmara Legislativa do Distrito Federal;"Em atenção a resposta da DRH, Informamos qua a Comissão Organizadora do Concurso Público concluiu os estudos para a realização do próximo concurso, bem como encaminhou o processo para deliberação do Gabinete da Mesa Diretora, permanecendo a previsão de lançamento do edital até o final do primeiro semestre deste ano.

Dessa forma, solicitamos aguardar a aprovação do relatório quando será divulgada a relação oficial de vagas.

";Resposta do Pedido;2017-05-29;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180517L1237E;Câmara Legislativa do Distrito Federal;Tento em vista a eminência de um edital desse órgão sair nos próximos meses, gostaria de saber se terão vagas para o quadro da Policia Legislativa.;Pedido;2017-05-18;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180517L1237E;Câmara Legislativa do Distrito Federal;"Em atenção a resposta da DRH,  a Comissão Organizadora do Concurso Público concluiu os estudos para a realização do próximo concurso, bem como encaminhou o processo para deliberação do Gabinete da Mesa Diretora, permanecendo a previsão de lançamento do edital até o final do primeiro semestre deste ano.

Dessa forma, solicitamos aguardar a aprovação do relatório quando será divulgada a relação oficial de vagas

";Resposta do Pedido;2017-05-29;;Câmara Legislativa do Distrito Federal;Não Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180517M1515E;Câmara Legislativa do Distrito Federal;Com base na Lei 12.527/11, solicito o número de pedidos de informação recebidos, respondidos e negados ao longo do ano de 2016, no âmbito do poder legislativo do Distrito Federal. No caso dos pedidos negados, quais as justificativas dadas para a rejeição.;Pedido;2017-05-18;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
;180517M1515E;Câmara Legislativa do Distrito Federal;"Em atenção à sua demanda informamos os seguintes dados referentes aos pedidos de informação de 2016:
Pedidos recebidos- 318;
Pedidos respondidos- 190 (finalizadas);
Pedido negado- 01 (recurso abaixo).                   
Nº 010916M1139E;Requerente/Demanda: Sr.XXXX, da entidade social Adote um Distrital, haja vista negativa de atendimento da Coordenadoria de Polícia Legislativa-COPOL que não encaminhou os dados solicitados referentes aos registros das catracas da Câmara Legislativa; Justificativa da negação: Dados protegidos pelo Ato da Mesa Diretora nº 106/2011.";Resposta do Pedido;2017-05-26;;Câmara Legislativa do Distrito Federal;Atendido;Finalizado;DF;;Legislativo;Estadual;;
